tests.thisRepN,tests.thisTrialN,tests.thisN,tests.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,repA.thisRepN,repA.thisTrialN,repA.thisN,repA.thisIndex,repB.thisRepN,repB.thisTrialN,repB.thisN,repB.thisIndex,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,text_5.started,text_5.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_6.started,text_6.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,p_port_2.started,p_port_2.stopped,Instructions_text.started,Instructions_text.stopped,p_port_2_start,p_port_2_end,image.started,image.stopped,text_7.started,text_7.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,vending_machine.started,vending_machine.stopped,p_port_3.started,p_port_3.stopped,p_port_3_start,p_port_3_end,vendingB_image.started,vendingB_image.stopped,rewardB_image.started,rewardB_image.stopped,text_3.started,text_3.stopped,p_port.started,p_port.stopped,p_port_start,p_port_end,vendingA_image.started,vendingA_image.stopped,rewardA_image.started,rewardA_image.stopped,text_2.started,text_2.stopped,test_question.started,test_question.stopped,test_instructions.started,test_instructions.stopped,test_image.started,test_image.stopped,test_response.keys,test_response.corr,test_response.rt,test_response.started,test_response.stopped,p_port_5.started,p_port_5.stopped,p_port_5_start,p_port_5_end,feedback_text.started,feedback_text.stopped,text_4.started,text_4.stopped,finish_text.started,finish_text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,version,sequence #,participant,participant initials,phase,date,expName,psychopyVersion,frameRate,
6,0,6,0,2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.27868897492226,None,0.014518387708449154,None,103,4,285.66199702657286,None,285.66199702657286,None,286.64534100085257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
6,0,6,0,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.7948524983585,None,,,,,,,,,,,0.014611363929361687,None,101,4,291.51195997192735,None,291.51195997192735,None,292.49533171832445,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.8953169266533,None,293.8953169266533,None,294.39531949255615,None,b,1,0.7643958432381623,294.39531949255615,None,0.0028464911301853135,None,109,4,295.54538794176915,None,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
7,0,7,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.62859048955943,None,0.014507218489598017,None,103,4,303.36190571064253,None,303.36190571064253,None,304.34524244002205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
7,0,7,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.51191197446315,None,,,,,,,,,,,0.014897537488650414,None,101,4,311.0951940652194,None,311.0951940652194,None,312.07851298422065,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
7,0,7,0,2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.2452256861907,None,0.014536198088535457,None,103,4,316.3451606330236,None,316.3451606330236,None,317.3285058147885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
7,0,7,0,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.4951451621437,None,,,,,,,,,,,0.014961232236601063,None,101,4,322.62843381859057,None,322.62843381859057,None,323.61181733795274,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.09512312557126,None,325.09512312557126,None,325.5950834295545,None,n,0,0.08738255337448209,325.5950834295545,None,0.0087171847535501,None,109,4,326.02844679903683,None,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
8,0,8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.1117260220217,None,,,,,,,,,,,0.015088319863934885,None,101,4,333.145032337914,None,333.145032337914,None,334.1283766140659,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
8,0,8,0,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.295040714831,None,0.01525253760337364,None,103,4,338.66166587425687,None,338.66166587425687,None,339.64500803731244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
8,0,8,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.82832212637913,None,,,,,,,,,,,0.0144685790182848,None,101,4,346.2782989577918,None,346.2782989577918,None,347.2616350834305,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
8,0,8,0,3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.44499264189835,None,0.014861312989523867,None,103,4,351.7282721667543,None,351.7282721667543,None,352.711659610437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.1783132966575,None,354.1783132966575,None,354.6782965428247,None,n,1,1.1088929641446157,354.6782965428247,None,0.0019001260297955014,None,109,4,356.1782417532668,None,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
9,0,9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.2615605213323,None,,,,,,,,,,,0.01491323477239348,None,101,4,363.59484374410385,None,363.59484374410385,None,364.5781895296095,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
9,0,9,0,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.76152022157294,None,0.014827805325694499,None,103,4,369.86152610805584,None,369.86152610805584,None,370.8448133306174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
9,0,9,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0281479469013,None,,,,,,,,,,,0.0145334812496003,None,101,4,375.2114940342781,None,375.2114940342781,None,376.1947827661934,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
9,0,9,0,3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.428138287034,None,0.014841691381661803,None,103,4,380.0447556732852,None,380.0447556732852,None,381.02807398854384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.5113888322885,None,382.5113888322885,None,383.0114089066992,None,n,1,0.9904639000196767,383.0114089066992,None,0.0034568739756650757,None,109,4,384.39477461568094,None,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
10,0,10,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.4780333114486,None,,,,,,,,,,,0.0148643316970265,None,101,4,388.72804697110405,None,388.72804697110405,None,389.7114069445397,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
10,0,10,0,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.9113734368748,None,0.014696793377879658,None,103,4,394.0946730361429,None,394.0946730361429,None,395.07799225701274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
10,0,10,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.27798561585405,None,,,,,,,,,,,0.014777996635530144,None,101,4,399.8610026640108,None,399.8610026640108,None,400.844626170694,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
10,0,10,0,3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.04468080931656,None,0.014906895485182758,None,103,4,405.5112689895632,None,405.5112689895632,None,406.49459364411086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.0445682114914,None,408.0445682114914,None,408.5446030775747,None,n,1,0.7890840483887587,408.5446030775747,None,0.002153697540052235,None,109,4,409.67791195936843,None,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
11,0,11,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.7612123133131,None,,,,,,,,,,,0.015120016301807482,None,101,4,416.32787369723883,None,416.32787369723883,None,417.31120710604046,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
11,0,11,0,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.51117661708486,None,0.014920781544788042,None,103,4,421.7611700513935,None,421.7611700513935,None,422.74448202736494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
11,0,11,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.94453123231324,None,,,,,,,,,,,0.014941308760171523,None,101,4,427.42781045529773,None,427.42781045529773,None,428.41111669572274,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
11,0,11,0,3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.61062675934227,None,0.014596874128983472,None,103,4,432.3611021304532,None,432.3611021304532,None,433.3444276906139,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.86107722610905,None,434.86107722610905,None,435.3611024323254,None,n,1,0.752365384469158,435.3611024323254,None,0.0032648841188347433,None,109,4,436.4943956168354,None,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
12,0,12,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.5944283698227,None,,,,,,,,,,,0.014424505874558236,None,101,4,441.49439048503154,None,441.49439048503154,None,442.4776988385529,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
12,0,12,0,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.69436422226863,None,0.014847426929918583,None,103,4,449.02768487702633,None,449.02768487702633,None,450.0109884006142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
12,0,12,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.29429328261904,None,,,,,,,,,,,0.015136619198528933,None,101,4,454.5776449546065,None,454.5776449546065,None,455.56098741953247,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
12,0,12,0,3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.7942665670507,None,0.014468880892309244,None,103,4,460.59425751092385,None,460.59425751092385,None,461.5775863916624,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.11092093248044,None,463.11092093248044,None,463.6109567041749,None,n,1,0.7252800229416607,463.6109567041749,None,0.014484246114079724,None,109,4,464.7775426203898,None,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
13,0,13,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.86086621838876,None,,,,,,,,,,,0.014680794221931137,None,101,4,470.8108432007375,None,470.8108432007375,None,471.7941772132799,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
13,0,13,0,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0108884813635,None,0.014745092714292696,None,103,4,476.1274984717802,None,476.1274984717802,None,477.11081980574636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
13,0,13,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.3774653414548,None,,,,,,,,,,,0.015082584317497094,None,101,4,480.76078848664656,None,480.76078848664656,None,481.7441557049824,None,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
13,0,13,0,3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.9610429637687,None,0.014880934591928963,None,103,4,486.34418347710016,None,486.34418347710016,None,487.32741787226405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.877414174347,None,488.877414174347,None,489.37740889160705,None,n,1,0.7625221309062908,489.37740889160705,None,0.007680982889723964,None,109,4,490.54412189544746,None,,,,,,,,,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.69409374599127,None,493.3773823269712,None,q,16.32544454255185,493.3773823269712,None,B,1,070,SK,VIns,2020_Feb_18_1412,Instrumental,3.2.4,60.00505374365455,
